CSAFP,CBSAFP,GEOID,GEOIDFQ,NAME,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON,geometry,cbsa_code,lifetime_apps_18plus_share_of_population
122,12060,12060,310M700US12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,1,G3110,22754281350,384413339,+33.7324018,-084.3928478,"POLYGON ((1085998.163867916 1191624.9233323925, 1088015.41211872 1175038.605963894, 1086234.5772221053 1173929.8862472957, 1086700.5991200989 1169441.2987823458, 1066422.824864737 1167255.038556447, 1062699.3003127363 1163482.0922722067, 1064247.3969459562 1162342.079305793, 1064063.826182617 1158016.6582836572, 1065500.2940141442 1157993.4334366363, 1066388.3845852155 1154181.4519144816, 1060946.9483847292 1149893.0107324452, 1048955.9650885144 1148391.641635974, 1043938.5693225402 1150553.3442837195, 1033694.2617260505 1149711.3322981172, 1029074.808364988 1188653.9763846938, 1021992.9290432365 1187916.9234349283, 1008962.7095389985 1180448.2694224333, 1006827.9997990684 1182831.454352742, 1006361.9517574451 1179244.5048089363, 995824.3093952745 1174208.4613825665, 972387.579582846 1258348.6571568102, 1003026.3695178792 1262151.051948632, 1002451.2948954361 1267500.7400532176, 1008951.7674783965 1268115.8255981049, 1012345.726415052 1283264.0771990875, 1001031.3354972414 1281989.9539766887, 999567.6463496983 1296532.1993215505, 1001464.1451023084 1296725.339338544, 1001722.972058743 1301003.3417776758, 999805.7220952178 1311583.466531095, 1001426.2486531276 1311768.036417667, 1000790.8424593412 1316808.0740942257, 1005599.702159571 1316431.6696421562, 1006014.4301278447 1318135.0233444867, 1025352.3269325349 1320146.2974677854, 1025156.2229384932 1321977.8592184521, 1032464.8277776841 1322808.9497887837, 1030574.0447339937 1337939.7590850734, 1042545.6634702759 1339554.6651169073, 1044064.6335687941 1341228.2561969685, 1044224.6027952039 1339760.0792408565, 1046586.8540676192 1340008.3929626958, 1045589.435424928 1341367.13281182, 1047195.7158490042 1341587.7580923128, 1047390.141302957 1340088.1757400678, 1056132.101058461 1340992.8964884267, 1055922.296064082 1342591.5316595964, 1058268.654335417 1342860.4606999883, 1059504.0208539523 1345366.5433678855, 1066362.1790537753 1344492.750452546, 1065999.4071218085 1347734.2273341233, 1068784.7534120753 1348023.8940600795, 1070946.4483918182 1350652.6010139394, 1071897.5401869381 1349054.6091085346, 1076384.9065179427 1356500.9992774164, 1085072.3772406576 1355134.68678841, 1085786.059140229 1358474.0563971286, 1088355.1657032033 1359672.2396983618, 1088714.6340118416 1363716.1119936104, 1092467.9372003644 1367228.1803457, 1100178.126885085 1366087.8181842873, 1099612.8390079935 1355490.6492995787, 1101894.7045835757 1346981.113660819, 1105133.338035643 1344345.442320913, 1101090.1992889708 1336657.0263291162, 1096955.222172735 1337188.8089238429, 1098226.1243966026 1335297.338148102, 1093560.8563462957 1332627.9370599308, 1094048.3644914734 1324248.5483619345, 1097697.4866289964 1321508.9275246158, 1098027.7142898457 1317988.0427608085, 1099414.8719754547 1318195.1328489732, 1100103.4216977528 1316291.6620898296, 1097848.863742009 1314726.0735623285, 1098611.492529246 1311606.8837185078, 1095642.1423301627 1306183.4738288936, 1090292.4035893718 1304997.3488902538, 1089387.4253704627 1302327.3732329742, 1108021.149477353 1296824.8045392176, 1112257.6101462992 1300606.0199318074, 1117594.1630292016 1294429.5231638877, 1120664.4148328488 1294923.83442429, 1123184.5809498986 1292755.4054805923, 1127800.5667786126 1294283.6201853254, 1136654.1235841822 1293019.2774445254, 1139970.7738295817 1286021.9033854047, 1130863.075305008 1278095.708867522, 1133047.1842969924 1275984.6539772628, 1136947.430096093 1276374.5413026258, 1136621.0354304605 1274022.5541535027, 1138434.18817628 1272462.9640710042, 1148073.6551663652 1268222.4410810967, 1151924.364108887 1260180.475257057, 1156996.2729358347 1257239.7899607045, 1162573.2120774246 1247486.854009078, 1170627.4456083528 1241708.584155543, 1170701.4733881366 1236772.266189619, 1148068.2658192804 1227206.4471599234, 1150786.995493433 1197999.3449894297, 1126533.7203286602 1190320.4057785852, 1125271.6649643935 1195607.7219056906, 1120749.4109723782 1197467.9943782901, 1097244.0762756611 1194583.3068089678, 1097561.189392199 1191899.916969274, 1085998.163867916 1191624.9233323925), (1083576.417749971 1170030.9245072848, 1083890.6227202076 1170569.54524431, 1083515.2045683097 1170524.2181244376, 1083576.417749971 1170030.9245072848))",12060,0.31807905592688823
428,12100,12100,310M700US12100,"Atlantic City-Hammonton, NJ","Atlantic City-Hammonton, NJ Metro Area",M1,1,G3110,2090376442,1256255921,+39.2861857,-074.7383113,"POLYGON ((1824466.538900127 2015941.9263260553, 1815034.5837988006 1995991.5006854897, 1814857.6845394843 1988205.5327148067, 1810784.8211682183 1979574.229089372, 1810325.1750101892 1974692.4316886086, 1804483.9354702635 1965159.8972732683, 1797890.8872730709 1961721.721916269, 1791133.428107107 1949785.1474971466, 1771736.2556408497 1976172.7782329705, 1790156.6886712804 1994342.3147489463, 1788031.387764798 1998515.4650922453, 1790082.0418050035 2000833.6982917737, 1789458.3773864773 2009119.09877693, 1790814.7128249514 2011198.0933031489, 1789228.0156942927 2021378.2585508232, 1775785.2836440378 2029769.6790465622, 1791139.2608511779 2057922.8517391977, 1797952.6710668819 2054169.4610228806, 1800450.7002259975 2048215.5070449049, 1809529.9793538856 2047025.220275653, 1811295.3741320847 2044737.9842744062, 1815652.1253087462 2043513.6507911189, 1818929.451609035 2043307.7318337774, 1819428.6602672266 2044772.9070995199, 1820625.0197964504 2043000.7711251297, 1820263.4773288034 2044369.9426184313, 1821873.2604118686 2045147.4331261222, 1826408.3068210604 2039430.7338520866, 1830727.8630687308 2041328.7462962996, 1833998.7253472058 2038517.230832262, 1839347.6181705568 2039751.5874366516, 1831905.955518868 2020243.6815415488, 1824466.538900127 2015941.9263260553))",12100,0.17075442512466193
258,12140,12140,310M700US12140,"Auburn, IN","Auburn, IN Micro Area",M2,2,G3110,939735804,2657419,+41.3967596,-085.0026969,"POLYGON ((925046.7558291124 2112888.5246929377, 928547.1443798223 2084086.9405224442, 896554.6320608192 2079608.666569969, 893059.8946881185 2108752.688315025, 925046.7558291124 2112888.5246929377))",12140,0.18976508086412466
532,12180,12180,310M700US12180,"Auburn, NY","Auburn, NY Micro Area",M2,2,G3110,1791207571,445691131,+43.0085456,-076.5745866,"POLYGON ((1534680.2048396405 2455038.3329490754, 1535624.0234160842 2457948.5416714805, 1542804.716362202 2458897.735239003, 1556103.1291113643 2410366.4469234115, 1565833.4470374985 2412737.1648090994, 1570028.6856333679 2396310.5839417144, 1568010.1495591218 2395061.872427459, 1570707.4724298185 2385039.909961542, 1572974.0338176696 2385666.4639632963, 1577611.2596021944 2368309.8233991223, 1584985.5260020408 2370273.576254473, 1591880.3196080872 2365441.3426932516, 1597457.619693794 2347102.4452231876, 1565457.5833415624 2340415.69989358, 1562594.4580985922 2345682.8037456037, 1558460.6537056612 2349180.90801693, 1555853.3669030878 2357375.1642958648, 1556563.2063724587 2363157.9024760583, 1552196.9281765535 2375451.0183362095, 1552303.7951849592 2389833.7219764413, 1534680.2048396405 2455038.3329490754))",12180,0.17162698412698413
194,12220,12220,310M700US12220,"Auburn-Opelika, AL","Auburn-Opelika, AL Metro Area",M1,1,G3110,3149998017,33246652,+32.4922058,-085.5271267,"POLYGON ((958964.7834775994 1118322.7303265075, 960015.8607595034 1123396.7064860703, 966447.6306631747 1124257.3000467615, 966300.9766717188 1125814.5762321549, 969277.3699924145 1127085.9874452217, 982892.1265276007 1127918.8430860678, 982710.2098539727 1129548.6018151627, 984297.3560077869 1129692.2099144342, 985297.638381019 1128210.3846548554, 996361.2368532252 1129478.5211986743, 996199.0131475532 1131076.8317024242, 1010048.4181371391 1132813.164617279, 1012195.1928436148 1131849.533120634, 1012409.2115187354 1126965.1479654044, 1015491.8461018832 1123471.695903795, 1014218.4762287845 1121444.6184357235, 1016265.0646051002 1121135.980060334, 1018434.1069901544 1115030.0230790807, 1025496.456714233 1108058.3856462901, 1019961.5765730154 1107306.65911386, 1020564.4625460771 1103305.1102495631, 995116.4943725502 1099920.410406997, 996182.2783123818 1093555.232136769, 986534.1528393953 1092360.3337503173, 988747.894109065 1072955.6713313684, 949381.6261239523 1068349.4215687863, 947232.6573791563 1069959.4411341816, 946653.731164121 1074739.2829356757, 944557.1230792961 1076050.2512824032, 944913.0198980795 1072693.3977991268, 943000.0296868964 1072421.679684472, 937883.3044908498 1078333.7901444351, 935554.4357795725 1078554.0016460826, 931632.5380987262 1087540.182439428, 934346.4568327867 1088964.4865381168, 934123.3246313399 1091449.2241079204, 935065.6830258652 1090079.0241302394, 935534.02687786 1091768.995994486, 937512.3648173886 1090492.0414215834, 939884.5372574702 1092260.018535662, 944652.7021536215 1092264.176208802, 944820.8181186987 1094877.1192639063, 946796.5381259392 1095547.221554916, 943499.1470931116 1096993.2251723774, 951755.0991755646 1098011.7785184502, 950584.566400759 1107627.6006121275, 958551.6117058469 1108573.3474254182, 958374.6940093908 1110113.1756464937, 959940.7007164251 1110306.1625142493, 958964.7834775994 1118322.7303265075))",12220,0.20266012663222627
,12260,12260,310M700US12260,"Augusta-Richmond County, GA-SC","Augusta-Richmond County, GA-SC Metro Area",M1,1,G3110,9014968366,262380999,+33.4603713,-081.9828327,"POLYGON ((1313770.393185479 1293615.162478, 1320002.5356006112 1301665.1335821399, 1326206.2017879023 1295359.9625178068, 1334052.7869272542 1292339.462030663, 1336671.4848742462 1287815.5284035823, 1344832.1087307767 1287230.3009352225, 1358768.7823473928 1282290.6603507772, 1344651.0843871455 1261731.4528377175, 1313352.6958614397 1222020.569950328, 1318913.31385945 1216674.418336662, 1326616.3249095737 1214129.5007901913, 1329545.805045174 1214655.7733641826, 1329747.4694462754 1213078.7256836894, 1330615.1365545779 1214004.9009987623, 1334561.1316531424 1210186.4690354618, 1336770.4642946664 1210272.6830270404, 1318309.35681007 1192068.8042658125, 1316529.5446489574 1193969.0366326987, 1309276.5904170603 1195745.0575583319, 1300723.0233326089 1191064.5156090192, 1289352.0734408856 1188595.685328746, 1285989.6064833316 1184364.8637512168, 1285181.8023432088 1176241.5646582404, 1278957.8024947261 1174318.9920708318, 1269491.122107732 1175903.9744781519, 1271443.8127191307 1188342.939554809, 1267704.6475752206 1201915.9071404196, 1270376.2862676005 1221282.9916578876, 1259805.3153921757 1228557.5776882193, 1239544.6523971108 1230551.1160315743, 1238044.479731493 1237445.4860392837, 1234682.1947739804 1240785.5381173312, 1226238.180856471 1257537.3352748277, 1229158.3404700737 1258327.7051009154, 1229085.8736540829 1260786.9423530288, 1229879.2733229087 1259962.6010729177, 1231274.930122517 1262015.7997555626, 1232177.7547784636 1261100.4490702078, 1231718.5429500667 1263188.84468747, 1234349.8668679507 1261521.0938584455, 1238428.0061513584 1265050.1550287006, 1241277.7856532412 1263149.2440852297, 1227729.4955106464 1282544.978020786, 1229298.0068971291 1286938.2587284604, 1228459.7599030428 1287829.1850739627, 1226312.5794406903 1285888.9983719175, 1220751.2669709022 1299124.6744275875, 1221503.965081483 1297932.7382566284, 1224689.512307599 1299184.5657907217, 1229652.316518359 1295828.4000697592, 1232377.197758089 1296167.5130790335, 1239661.5631897608 1290244.012349804, 1252521.7776703124 1285142.3933831104, 1255490.401862082 1281450.482023377, 1260612.2938533905 1278703.8385423638, 1267265.0914616843 1265835.8834731204, 1273890.234191744 1262288.0569437703, 1276374.7995136408 1267609.3194090533, 1269034.408092774 1272903.7531521216, 1266944.0967634884 1276405.4294750993, 1268365.5665152003 1278592.2709361129, 1267205.5627824825 1281038.2788518874, 1268011.5093413414 1284244.6955356544, 1271533.3556060528 1288994.7730944073, 1266975.85726187 1294210.3312101383, 1266114.635308458 1299419.7559602149, 1289041.585858389 1308068.6486113062, 1292621.0859654478 1299177.319033644, 1296136.4561736465 1296789.3640498596, 1313770.393185479 1293615.162478))",12260,0.2533023540350401
,12300,12300,310M700US12300,"Augusta-Waterville, ME","Augusta-Waterville, ME Micro Area",M2,2,G3110,2246739232,216791392,+44.4170119,-069.7657639,"POLYGON ((2064654.1964313705 2687229.6965549476, 2065165.6140678874 2693132.712224799, 2061321.3033108395 2695512.363062343, 2058812.9414730244 2699821.5708100875, 2070643.351443837 2705261.7549952506, 2071519.4075564353 2700707.513706978, 2074135.6224566845 2700959.9699770585, 2073489.3054739921 2697902.049991397, 2078908.9258412854 2698622.584906359, 2079850.3382242867 2688544.889558165, 2083434.5330363042 2688822.5833420106, 2084332.476547534 2678937.10002717, 2080347.2929181843 2678576.2187908227, 2079411.8146027601 2655330.4412167403, 2070346.3957122928 2654369.0747440574, 2070764.6106448008 2648456.4263942, 2074639.9369868825 2637367.9257634813, 2057965.4222680957 2637930.2068243525, 2056584.4625519395 2630548.5852355566, 2045939.6933458839 2630210.658078568, 2047012.7224071084 2636302.8792159925, 2039954.8454214458 2637285.7005831227, 2037281.311417399 2647220.923835071, 2030635.4833117565 2653783.5958368746, 2032725.7909860702 2655827.1672298266, 2027417.460149525 2666301.7845896212, 2034132.4428729883 2667960.4250283022, 2033960.9965642889 2670545.697809669, 2030471.6696498252 2672130.216659827, 2031181.084499988 2679095.211442977, 2038218.9690637037 2679446.9201004463, 2038885.6438239175 2683818.7305341084, 2044446.4826669064 2686618.8919750997, 2047215.4432142044 2685797.199679618, 2048365.896642879 2683061.649337487, 2050393.349234065 2683186.658090947, 2050714.9230016293 2686855.277248721, 2064654.1964313705 2687229.6965549476))",12300,0.21813716157038954
462,12380,12380,310M700US12380,"Austin, MN","Austin, MN Micro Area",M2,2,G3110,1842188271,617123,+43.6662486,-092.7595136,"POLYGON ((285799.81419139705 2283926.786917934, 237500.5919866436 2282218.425047543, 236275.34602179533 2321084.1406293213, 284407.6194330771 2321130.8851237902, 285799.81419139705 2283926.786917934))",12380,0.19419664738751102
,12420,12420,310M700US12420,"Austin-Round Rock-San Marcos, TX","Austin-Round Rock-San Marcos, TX Metro Area",M1,1,G3110,10929182221,150086251,+30.2497437,-097.6498417,"POLYGON ((-203437.25391073045 825662.2147198094, -187370.2667095565 858568.3217060185, -174254.03255098133 871513.6216305429, -154871.5223606123 867335.1280341919, -121306.20994476585 851855.0854007668, -110723.21851927204 820825.4753969754, -127987.00541708636 814997.3475052421, -115142.18168242049 807605.3104927316, -103940.17085963752 798755.8768815937, -98676.93514849398 775614.7498760386, -127349.3987076838 746366.746364462, -154676.27848113625 729712.3913522944, -159859.705937213 732385.6996341688, -159915.99581833722 733919.1291953088, -164715.22112534824 734086.9163524127, -164884.42102259793 735623.7971949799, -168629.9211620307 737304.9488946651, -168127.4268661269 739069.1733216177, -170538.78999072724 739123.1443289911, -172125.9317649515 744263.4680552399, -174343.7120624902 743707.9394294627, -175574.75965121816 747797.3571322929, -176800.87752328312 746664.1354672892, -178358.7170930332 749877.3750880897, -177386.76901619878 751912.1605809659, -179897.1076954949 755182.6626136261, -193258.7804183536 743943.6757502605, -196051.55953031863 754664.282956056, -221325.53037440087 776266.760735691, -208519.6638008649 811307.3593988721, -201020.6103943943 823513.3560582998, -200952.6025231745 826893.329641209, -203437.25391073045 825662.2147198094))",12420,0.22377511264391176
533,12460,12460,310M700US12460,"Bainbridge, GA","Bainbridge, GA Micro Area",M2,2,G3110,1546842847,67154652,+30.8806431,-084.5838902,"POLYGON ((1102879.1813620692 956769.5918705404, 1107766.0425495384 913807.4830414086, 1061676.5213687783 910669.701376097, 1061242.615804828 916269.9093414218, 1067684.6662998775 921306.6367042797, 1069004.5078246396 925571.6402008261, 1067835.2122738948 948312.0095746097, 1069733.9140289433 949532.0146234916, 1069554.7481674023 951650.3489772227, 1102879.1813620692 956769.5918705404))",12460,0.24415014988143707
,12520,12520,310M700US12520,"Baker City, OR","Baker City, OR Micro Area",M2,2,G3110,7945996816,51832631,+44.7034268,-117.6919334,"POLYGON ((-1650015.6825348488 2600583.9792732494, -1663044.3754090827 2579896.4768508635, -1670235.7893105599 2575380.8395259576, -1670822.837911472 2569209.368342995, -1673881.5531424757 2565769.2683464163, -1671095.0923613354 2558921.5566292694, -1674311.4178318775 2555630.943552363, -1695044.935591057 2560245.421743654, -1692852.3336893232 2569681.38789309, -1694594.9114326457 2570070.673317403, -1695439.6041753942 2573533.156254943, -1698560.0140872202 2574248.084278053, -1699474.3313119751 2577763.6485039596, -1728946.0617882544 2584556.4666676465, -1729329.9835509362 2582981.0562159847, -1732371.501118509 2583734.250179261, -1732747.403871596 2582169.153043347, -1734307.3027590236 2582539.8657848416, -1734964.0474446437 2579805.322716533, -1736520.0743366622 2580181.8847639374, -1736977.8751514002 2578225.8609736846, -1740062.3036267885 2577311.199626047, -1741199.5634788726 2574269.4213721515, -1746620.8539387959 2572207.4078483875, -1747400.8341693424 2569090.649390683, -1750533.481452785 2569837.8675591326, -1750903.0421539862 2568263.622702943, -1774476.7742012497 2573801.930940769, -1770189.816476302 2581863.7807587525, -1766501.4410087955 2584936.7103849147, -1764509.5825190693 2584653.2817993546, -1765904.879412539 2588484.178639569, -1763343.6662614553 2594025.171278778, -1758266.6823073481 2594711.4184042932, -1757586.4873960742 2601320.345887376, -1750991.308042869 2606383.865782144, -1753460.5314164318 2612752.991948742, -1764288.410890394 2618336.2160146916, -1764389.2703263888 2623013.186796543, -1760682.070811201 2621902.866094272, -1751761.815147522 2624677.3767838106, -1745227.9418860192 2623573.99819904, -1744346.9603674454 2630764.8707723944, -1745576.6489701103 2633422.0002427716, -1742601.5869620803 2636153.424886556, -1737877.106168453 2634899.3465698063, -1735666.0867199223 2642571.7320129876, -1736715.0792103733 2645541.910962599, -1733138.1594192842 2650035.9905788326, -1728689.7367978888 2650015.5698302477, -1725745.086287178 2652591.201961965, -1723339.712632077 2651994.6069439966, -1721434.4110047086 2648021.539045151, -1715436.5588141037 2644386.170624193, -1710441.126291297 2645992.3637482547, -1705573.0564365308 2650180.8556711096, -1703082.9805913044 2648397.915149437, -1702314.754918775 2644878.3428362673, -1700445.3197798885 2644465.696230129, -1700058.9780346877 2640495.335542616, -1683665.1862541232 2636771.362685534, -1681456.0051234677 2646148.369757469, -1621680.2927228182 2632470.3831051807, -1627950.2948376604 2627521.4400983215, -1629818.5904627217 2622775.421446428, -1627255.4061789247 2622793.8852235246, -1629662.4075264402 2620943.1694104313, -1628892.6649318882 2617516.3623829787, -1632085.493089935 2612271.316624776, -1635942.998930969 2610050.2606721404, -1640421.0092164977 2603082.3575589326, -1650015.6825348488 2600583.9792732494))",12520,0.07863171923589515
,12540,12540,310M700US12540,"Bakersfield-Delano, CA","Bakersfield-Delano, CA Metro Area",M1,1,G3110,21068706348,78331375,+35.3466288,-118.7295064,"POLYGON ((-2056043.72794692 1553455.2585009837, -2057228.1394506772 1555447.3364546695, -2056756.3514846026 1551954.5178630005, -2065329.0952567197 1554196.945829116, -2064733.925360375 1556573.9305760039, -2087967.0142881826 1562638.53738367, -2086798.9336758647 1567336.5347232006, -2089857.2630372099 1568064.1864520845, -2089373.7492864863 1569695.723303928, -2098604.134484598 1572182.3085403345, -2098035.8590929494 1575133.9975985712, -2105824.5103197563 1577158.6835850123, -2101034.6051785406 1596177.0774406118, -2102611.441038304 1596575.9759069516, -2102187.7413943824 1598196.2873577666, -2108548.471891549 1599363.597105052, -2105319.615109055 1609199.5357709834, -2115395.021428296 1611162.0040510297, -2112914.430180604 1620652.5906222747, -2125368.907483139 1623952.1039878002, -2122930.8302963898 1633407.4159241428, -2129135.5095632616 1635019.006199616, -2126659.0549242427 1644553.3160023743, -2136507.890828922 1647126.7789965863, -2136064.8722687275 1650392.3605602395, -2137599.9458569367 1650803.6273609262, -2137122.151247094 1652363.2622335206, -2138735.8722186987 1652791.7913890635, -2140655.2529324223 1658266.8494522963, -2142224.292790101 1658658.6604521761, -2139704.1497732596 1668178.0875537223, -2149074.2046248363 1670609.868795095, -2144173.733180647 1689576.624090738, -1948066.2583935137 1640699.1887113862, -1946545.128933857 1641696.6496289305, -1921254.7295888874 1635716.447342492, -1923476.1075151314 1626137.2623621125, -1925032.3393302076 1626501.1599662572, -1925772.080050115 1623329.8115395454, -1922656.967340444 1622598.4914141132, -1923391.0287042784 1619427.1705384834, -1924950.8495873201 1619783.777729378, -1945702.4605989885 1529325.9559983802, -2053654.1355647806 1554545.4230801552, -2054049.1529261053 1552974.6282422603, -2056043.72794692 1553455.2585009837))",12540,0.17942277716901978
548,12580,12580,310M700US12580,"Baltimore-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD Metro Area",M1,1,G3110,6737776066,1304182821,+39.3043610,-076.5495009,"POLYGON ((1688849.736907579 2007162.4837300812, 1689026.311876689 2000278.9327587853, 1682702.6252934814 1994003.1784848731, 1671378.5768667432 1973219.8448178123, 1670533.4313390285 1963952.6708560172, 1672579.5875688393 1954735.5447038575, 1678592.5614225266 1958330.6789969276, 1681291.2373816657 1951468.4405782109, 1687353.5924430513 1951069.9520375272, 1687917.5250390454 1952484.162689089, 1685603.5688890305 1955683.1600518003, 1686138.5705627054 1958774.5266932526, 1693979.0005011167 1968158.6019940956, 1693123.1371028314 1969720.0820916684, 1696075.7518557126 1972908.2659962173, 1693339.0221240954 1974243.447528532, 1693568.5318446977 1976501.1587585423, 1698867.3853501424 1982045.372397466, 1702772.4099016567 1982018.4292849507, 1709330.0466754518 1986100.4878739004, 1713924.2894557372 1984816.8309518083, 1717888.0904203951 1986280.0996967684, 1721159.4650037116 1975068.3572639406, 1714685.3727136361 1969668.6834882218, 1712572.350059069 1959981.9129678388, 1708904.0744709254 1953310.7185598519, 1709566.1832540077 1946775.814913534, 1696560.791017793 1946972.2494890431, 1695714.1364087437 1943292.6121980594, 1697453.2998154797 1940063.1579889923, 1692528.4417034679 1938866.8611386593, 1690410.5471050194 1936451.2238853537, 1689671.1360921322 1932021.3073560523, 1687289.822264222 1932062.1948120797, 1687556.151510068 1935125.3240038506, 1684450.6777606597 1937181.6714719054, 1677598.3756477598 1927746.3225237897, 1671167.5887779526 1925945.537171246, 1671084.9459925662 1914902.1907675846, 1658070.0339270642 1913290.2518069595, 1656361.935107862 1918276.2154559083, 1650767.5012925228 1915016.3796116575, 1648478.4372737964 1917750.8124405642, 1649342.1889517137 1932523.1047455312, 1647138.2484457283 1934246.5761239005, 1645131.671916032 1940721.2805004648, 1639846.092151649 1945355.5872431805, 1631610.6727432183 1947648.3541133339, 1631814.3689909808 1950530.7840797713, 1630339.7797535274 1951669.813330074, 1626071.1871566742 1953707.542933107, 1619895.2609447723 1952763.1603336174, 1620295.1622088612 1954136.6436724693, 1615541.115824071 1955941.3367633885, 1614005.0867075128 1959883.6011335377, 1610350.2144219324 1962681.3382732423, 1602118.0648497515 1964837.6950355764, 1596151.1243129494 1971589.496775247, 1599425.9255086218 1989806.4078874544, 1593259.903395042 1993161.8002906642, 1592919.8492451552 1995347.8251108066, 1589838.1310199825 1997513.3484908803, 1581716.0991027546 1998856.5904890422, 1579196.553365917 2002319.594578105, 1582318.7112065065 2002118.3302728115, 1582464.3656007068 2005614.641121122, 1584774.26242426 2007809.4262505078, 1583666.5100926205 2009564.5777588056, 1585857.9934506959 2010309.648245051, 1585300.4598260047 2012763.4812656427, 1667124.2162115083 2029762.8252684085, 1683151.1069163478 2014560.2595095339, 1688849.736907579 2007162.4837300812))",12580,0.2903926792850948
,12620,12620,310M700US12620,"Bangor, ME","Bangor, ME Metro Area",M1,1,G3110,8798671486,414011334,+45.4092843,-068.6666160,"POLYGON ((2121997.238883882 2819995.846503902, 2148802.5270622377 2835181.972508043, 2168915.803900514 2798068.741643449, 2143070.428801212 2784881.1277159164, 2149452.3005114044 2772696.385613932, 2140467.789184091 2768050.2366581406, 2144790.988604106 2759364.2785524377, 2135872.3067509066 2754768.480550175, 2147018.3407241283 2732804.1835409533, 2134728.7455545547 2726591.483577495, 2133600.8246377204 2721919.1692722305, 2129702.550241807 2722864.263294633, 2127613.6640900266 2715150.2945865043, 2119205.035480185 2717497.6275951876, 2094721.6235557818 2703610.8921666774, 2090438.3570979903 2712289.7476176335, 2085997.9839835262 2710117.395433659, 2068418.3883125277 2745769.794862424, 2103940.451031349 2764130.133506889, 2099532.923159858 2772361.040928478, 2106945.3727241307 2776321.8031081976, 2091841.2773080247 2805136.062869137, 2084258.2264327768 2801184.5273368564, 2080015.4459209258 2817289.419799365, 2089172.674608848 2822594.594569596, 2067483.4518192403 2898458.9107868974, 2096230.6658319517 2905396.044196591, 2121997.238883882 2819995.846503902))",12620,0.20194504928022405
357,12660,12660,310M700US12660,"Baraboo, WI","Baraboo, WI Micro Area",M2,2,G3110,2153800051,45578927,+43.4280010,-089.9433184,"POLYGON ((506792.53941108595 2275428.19649249, 506094.3790483647 2267600.381392112, 500208.76386046933 2265680.540869462, 496225.02536624286 2260586.318109142, 484834.87210659037 2259750.658613708, 480455.06467179843 2253954.692128199, 477971.78973523213 2255711.789558568, 470223.0564092479 2254693.834303777, 466894.97276807716 2298945.3639500844, 457338.65942871664 2298254.232104411, 456650.75194861257 2307939.2802549927, 498872.3149683641 2310593.438063142, 500597.2433985714 2306821.432033089, 504656.8070510802 2306115.876854349, 503821.80022219213 2303021.787940405, 513890.088896806 2302812.979143657, 515663.7814887234 2282582.201034709, 509622.11901127023 2279998.742336842, 506792.53941108595 2275428.19649249))",12660,0.15579109655039505
148,12700,12700,310M700US12700,"Barnstable Town, MA","Barnstable Town, MA Metro Area",M1,1,G3110,1020973583,2360362409,+41.7061233,-070.1648227,"POLYGON ((2065092.540764846 2337660.812366287, 2070577.733103555 2360801.803526573, 2069186.6360455104 2362204.7433957485, 2073838.327712701 2366239.72116785, 2084202.347722091 2393857.20272422, 2083260.3058524525 2407269.620730929, 2096450.963691066 2412508.8123274343, 2103848.451919264 2411540.1915126517, 2110829.329264567 2408195.087702416, 2121288.6359178605 2397467.8569311085, 2130759.093330932 2378800.4286003755, 2133208.5309063573 2367665.684006413, 2130650.355136212 2349257.4637375674, 2125266.687526086 2343247.8044322114, 2118807.0810096134 2343547.0538045284, 2116453.5235837502 2347613.4267927525, 2119680.4081135727 2356120.1624631896, 2117844.4244415825 2358204.2956970697, 2110162.7025113106 2353854.5120409564, 2105745.3700740323 2348745.7010137015, 2100490.024662149 2348555.448364191, 2094223.263444316 2345156.7915560263, 2089596.499819483 2337849.1846255437, 2078961.9552742331 2335746.4071997786, 2075905.9393549017 2332149.696176093, 2073011.640652973 2334999.5091079343, 2065092.540764846 2337660.812366287))",12700,0.1925405582890148
162,12740,12740,310M700US12740,"Barre, VT","Barre, VT Micro Area",M2,2,G3110,1779477067,21517931,+44.2749694,-072.6094444,"POLYGON ((1859794.647831353 2580369.603033248, 1847865.4185094452 2580977.286800505, 1844410.734987761 2563160.3045176747, 1824691.5042066495 2565037.0325063663, 1820914.2832773626 2574546.5854819706, 1819549.2480694933 2574046.5865865354, 1821065.961477702 2598019.0972224576, 1824000.314544886 2597844.3311304343, 1825023.4731108851 2601492.9343772577, 1821735.604838532 2602382.4163598544, 1823127.6321521488 2608289.4504953437, 1836172.0332991767 2605394.936818241, 1838366.0997175022 2615260.694027875, 1847858.9455883638 2611286.168634897, 1850175.0095189076 2621308.938367853, 1868597.7452650715 2616659.1969207893, 1869490.0706765053 2615325.8496119906, 1864904.8122907337 2601214.863065411, 1865648.754562906 2598350.4458189504, 1863494.4618037464 2589943.08880189, 1859145.974024595 2590782.8421368115, 1859794.647831353 2580369.603033248))",12740,0.1839115316189552
